Position, Time(s)
X=-229.529 Y=16.145 Z=156.278,0.15481
X=-229.177 Y=16.617 Z=156.229,0.4
X=-228.437 Y=17.957 Z=156.124,0.011584
X=-228.248 Y=18.244 Z=155.836,0.04105
X=-228.183 Y=18.383 Z=155.601,0.042891
X=-228.212 Y=18.411 Z=155.231,0.05921
X=-228.348 Y=18.403 Z=154.789,0.05574
X=-228.473 Y=18.476 Z=154.936,0.061882
X=-228.533 Y=18.518 Z=154.963,0.051958
X=-228.739 Y=18.648 Z=154.827,0.051261
X=-228.915 Y=18.717 Z=154.743,0.051684
X=-229.005 Y=18.664 Z=154.686,0.049662
X=-229.175 Y=18.549 Z=154.691,0.051303
X=-229.257 Y=18.456 Z=154.699,0.052722
X=-229.305 Y=18.346 Z=154.728,0.049369
X=-229.461 Y=18.357 Z=154.860,0.062659
X=-229.686 Y=18.314 Z=154.978,0.049946
X=-229.938 Y=18.270 Z=155.043,0.050484
X=-230.142 Y=18.218 Z=155.139,0.048915
X=-230.283 Y=18.179 Z=155.253,0.05016
X=-230.087 Y=18.147 Z=155.435,0.05075
X=-229.857 Y=18.106 Z=155.448,0.050141
X=-229.630 Y=18.078 Z=155.356,0.046619
X=-229.420 Y=17.986 Z=155.423,0.051338
X=-229.178 Y=17.888 Z=155.621,0.055314
X=-229.011 Y=17.804 Z=155.572,0.054237
X=-228.882 Y=17.772 Z=155.291,0.056406
X=-228.714 Y=17.814 Z=155.256,0.054461
X=-228.516 Y=17.861 Z=155.398,0.056387
X=-228.471 Y=18.018 Z=155.584,0.055759
X=-228.412 Y=18.316 Z=156.080,0.070657
X=-228.402 Y=18.861 Z=156.726,0.049355
X=-228.488 Y=19.591 Z=157.446,0.048964
X=-228.715 Y=20.540 Z=158.560,0.054861
X=-229.443 Y=21.531 Z=159.253,0.053999
X=-230.139 Y=22.094 Z=159.461,0.053712
X=-230.526 Y=22.379 Z=159.435,0.055567
X=-230.666 Y=22.390 Z=159.393,0.05619
X=-230.629 Y=22.363 Z=159.384,0.054004
X=-230.565 Y=22.347 Z=159.345,0.054932
X=-230.492 Y=22.324 Z=159.268,0.056895
X=-230.472 Y=22.369 Z=159.238,0.054199
X=-230.471 Y=22.385 Z=159.237,0.056097
X=-230.480 Y=22.429 Z=159.286,0.055906
X=-230.493 Y=22.501 Z=159.285,0.054827
X=-230.416 Y=22.523 Z=159.205,0.054863
X=-230.346 Y=22.476 Z=159.174,0.056462
X=-230.177 Y=22.384 Z=159.127,0.056761
X=-230.000 Y=22.265 Z=159.010,0.054334
X=-229.814 Y=22.211 Z=158.871,0.055453
X=-229.681 Y=22.285 Z=158.781,0.055821
X=-229.751 Y=22.430 Z=158.722,0.050152
X=-229.889 Y=22.715 Z=158.454,0.057148
X=-230.093 Y=22.999 Z=157.877,0.054957
X=-230.344 Y=23.252 Z=157.396,0.055959
X=-230.726 Y=23.658 Z=157.155,0.055564
X=-231.402 Y=24.251 Z=157.089,0.055224
X=-232.490 Y=24.866 Z=156.994,0.05547
X=-233.394 Y=25.169 Z=156.942,0.055726
X=-234.172 Y=25.209 Z=156.657,0.055174
X=-234.769 Y=25.153 Z=156.053,0.056484
X=-235.072 Y=25.073 Z=155.408,0.05443
X=-235.123 Y=25.011 Z=154.550,0.056399
X=-235.041 Y=24.887 Z=153.833,0.054426
X=-234.756 Y=24.830 Z=153.730,0.055691
X=-234.498 Y=24.694 Z=153.842,0.055203
X=-234.228 Y=24.510 Z=154.006,0.054643
X=-233.925 Y=24.309 Z=154.207,0.056617
X=-233.675 Y=24.085 Z=154.252,0.054863
X=-233.280 Y=23.821 Z=154.175,0.052455
X=-232.568 Y=23.301 Z=154.028,0.055515
X=-231.255 Y=22.708 Z=154.094,0.056238
X=-229.463 Y=21.861 Z=154.208,0.056634
X=-227.599 Y=20.450 Z=154.381,0.053607
X=-226.148 Y=18.742 Z=154.538,0.056337
X=-225.306 Y=16.952 Z=154.594,0.05607
X=-224.903 Y=15.387 Z=154.565,0.055181
X=-224.475 Y=13.861 Z=154.348,0.055534
X=-224.008 Y=12.257 Z=154.045,0.055909
X=-223.650 Y=10.777 Z=153.868,0.055733
X=-223.271 Y=9.563 Z=153.735,0.054777
X=-222.822 Y=8.685 Z=153.465,0.055713
X=-222.371 Y=8.277 Z=153.089,0.055048
X=-221.664 Y=8.212 Z=152.935,0.05502
X=-220.922 Y=8.357 Z=152.860,0.056023
X=-220.086 Y=8.520 Z=152.915,0.054911
X=-219.248 Y=8.599 Z=152.850,0.05622
X=-218.304 Y=8.646 Z=152.595,0.059223
X=-217.301 Y=8.866 Z=152.093,0.049211
X=-216.140 Y=9.217 Z=151.504,0.054878
X=-214.617 Y=9.775 Z=151.013,0.055632
X=-212.717 Y=10.372 Z=150.688,0.055251
X=-210.457 Y=10.945 Z=150.518,0.055045
X=-208.282 Y=11.585 Z=150.319,0.05609
X=-205.867 Y=12.281 Z=150.086,0.05554
X=-203.360 Y=12.916 Z=149.491,0.056055
X=-200.773 Y=13.660 Z=149.042,0.054406
X=-198.194 Y=14.315 Z=149.121,0.056094
X=-195.900 Y=14.914 Z=149.488,0.056423
X=-193.316 Y=15.293 Z=149.913,0.054654
X=-190.969 Y=15.579 Z=149.983,0.055208
X=-188.694 Y=15.739 Z=150.176,0.055919
X=-186.249 Y=15.692 Z=150.557,0.056697
X=-183.712 Y=15.475 Z=150.764,0.054872
X=-181.146 Y=15.015 Z=150.706,0.055901
X=-178.537 Y=14.413 Z=150.567,0.051089
X=-175.768 Y=13.759 Z=150.287,0.056318
X=-172.977 Y=12.974 Z=149.791,0.054329
X=-170.505 Y=12.088 Z=149.478,0.056522
X=-167.935 Y=10.837 Z=149.929,0.054218
X=-165.387 Y=9.492 Z=150.927,0.056665
X=-163.068 Y=7.924 Z=151.790,0.055069
X=-160.965 Y=6.595 Z=152.322,0.05593
X=-158.744 Y=5.298 Z=152.619,0.055324
X=-156.480 Y=4.010 Z=153.054,0.056074
X=-154.558 Y=2.658 Z=153.896,0.055687
X=-153.112 Y=1.674 Z=154.280,0.056481
X=-151.537 Y=0.969 Z=154.321,0.054772
X=-149.818 Y=0.373 Z=154.421,0.055565
X=-148.163 Y=-0.077 Z=154.912,0.056091
X=-146.574 Y=-0.140 Z=155.474,0.054538
X=-144.724 Y=0.201 Z=155.800,0.056297
X=-142.639 Y=0.881 Z=155.864,0.055024
X=-140.345 Y=1.751 Z=156.150,0.051078
X=-138.042 Y=2.663 Z=155.939,0.056263
X=-135.814 Y=3.522 Z=156.114,0.055156
X=-133.916 Y=4.209 Z=156.192,0.056256
X=-132.151 Y=4.520 Z=156.591,0.054919
X=-130.725 Y=4.710 Z=156.741,0.05653
X=-129.603 Y=4.810 Z=156.688,0.053747
X=-128.694 Y=4.703 Z=156.779,0.05615
X=-128.081 Y=4.395 Z=157.083,0.056002
X=-127.698 Y=3.948 Z=157.507,0.055048
X=-127.567 Y=3.531 Z=157.655,0.055651
