Position, Time(s)
X=-192.918 Y=10.705 Z=148.360,0.044835
X=-195.421 Y=11.251 Z=148.195,0.044702
X=-198.065 Y=11.689 Z=148.326,0.047417
X=-200.684 Y=12.240 Z=148.834,0.043033
X=-203.159 Y=12.762 Z=149.859,0.045117
X=-205.635 Y=12.969 Z=150.971,0.041745
X=-207.639 Y=12.839 Z=152.098,0.044149
X=-209.093 Y=12.407 Z=152.983,0.04528
X=-210.305 Y=11.897 Z=153.191,0.044937
X=-211.453 Y=11.619 Z=153.463,0.044296
X=-212.222 Y=11.361 Z=153.774,0.040204
X=-212.618 Y=10.702 Z=153.832,0.0456
X=-212.933 Y=9.547 Z=153.624,0.042679
X=-213.291 Y=7.976 Z=153.426,0.044802
X=-213.658 Y=6.244 Z=153.231,0.044086
X=-213.975 Y=4.587 Z=153.224,0.043977
X=-214.305 Y=3.175 Z=153.463,0.043809
X=-214.748 Y=2.288 Z=153.673,0.046245
X=-215.217 Y=1.495 Z=153.779,0.044115
X=-215.686 Y=1.256 Z=154.022,0.04414
X=-216.360 Y=1.172 Z=154.096,0.043768
X=-217.119 Y=1.383 Z=154.193,0.044392
X=-217.777 Y=1.529 Z=153.893,0.045068
X=-218.334 Y=1.727 Z=152.730,0.044508
X=-218.458 Y=1.883 Z=150.842,0.043968
X=-218.946 Y=1.725 Z=148.155,0.045482
X=-221.354 Y=1.167 Z=144.611,0.04354
X=-222.713 Y=1.196 Z=146.054,0.044031
X=-221.658 Y=1.784 Z=146.990,0.044247
X=-222.890 Y=2.098 Z=147.666,0.043747
X=-223.749 Y=2.166 Z=147.764,0.044783
X=-224.169 Y=1.920 Z=147.442,0.045376
X=-224.386 Y=1.339 Z=146.963,0.043933
X=-224.577 Y=0.342 Z=146.182,0.040497
X=-225.045 Y=-0.288 Z=145.652,0.045057
X=-224.794 Y=0.009 Z=146.485,0.044281
X=-225.937 Y=-0.744 Z=146.844,0.044754
X=-226.069 Y=-1.273 Z=147.635,0.04472
X=-225.983 Y=-1.793 Z=149.067,0.045019
X=-226.548 Y=-2.134 Z=150.086,0.042945
X=-227.126 Y=-2.310 Z=150.760,0.044689
X=-227.481 Y=-2.306 Z=151.377,0.0442
