Position, Time(s)
X=-196.876 Y=-3.957 Z=-10.281,0.008333
X=-196.849 Y=-3.988 Z=-10.273,0.4
X=-196.869 Y=-3.974 Z=-10.278,0.015703
X=-196.854 Y=-3.994 Z=-10.287,0.025833
X=-196.830 Y=-4.010 Z=-10.288,0.027002
X=-196.870 Y=-3.972 Z=-10.274,0.036261
X=-196.859 Y=-3.966 Z=-10.274,0.035615
X=-196.855 Y=-3.932 Z=-10.278,0.034105
X=-196.750 Y=-3.986 Z=-10.262,0.033936
X=-196.682 Y=-4.056 Z=-10.178,0.032567
X=-196.733 Y=-4.038 Z=-9.999,0.032166
X=-197.279 Y=-3.961 Z=-9.451,0.032512
X=-198.363 Y=-3.824 Z=-7.622,0.032599
X=-199.393 Y=-3.259 Z=-2.469,0.037246
X=-199.206 Y=-2.182 Z=6.053,0.056102
X=-196.912 Y=-1.332 Z=16.107,0.054393
X=-193.315 Y=-0.859 Z=27.026,0.055564
X=-189.326 Y=-1.008 Z=38.608,0.056825
X=-185.386 Y=-1.940 Z=49.954,0.055146
X=-181.364 Y=-2.954 Z=59.836,0.054376
X=-177.644 Y=-4.088 Z=69.692,0.055012
X=-174.558 Y=-5.230 Z=78.827,0.054934
X=-172.051 Y=-6.221 Z=87.700,0.056113
X=-170.315 Y=-6.856 Z=96.727,0.056297
X=-169.469 Y=-7.021 Z=104.946,0.055604
X=-169.586 Y=-6.692 Z=113.069,0.055574
X=-170.444 Y=-6.414 Z=120.053,0.055156
X=-172.164 Y=-6.249 Z=127.400,0.055848
X=-174.385 Y=-6.308 Z=133.727,0.05523
X=-176.649 Y=-6.511 Z=139.218,0.055697
X=-178.496 Y=-6.520 Z=142.492,0.055675
X=-180.334 Y=-6.670 Z=145.624,0.040969
X=-181.760 Y=-6.537 Z=148.695,0.044165
X=-182.988 Y=-6.454 Z=151.891,0.045123
X=-184.019 Y=-6.545 Z=154.917,0.043582
X=-185.311 Y=-6.812 Z=157.689,0.044665
X=-186.762 Y=-7.339 Z=160.106,0.043507
X=-188.427 Y=-8.141 Z=162.066,0.044944
X=-190.318 Y=-8.878 Z=163.797,0.044565
X=-192.692 Y=-9.453 Z=165.238,0.044181
X=-195.265 Y=-9.775 Z=166.044,0.045655
X=-198.156 Y=-9.769 Z=166.117,0.042607
X=-201.253 Y=-9.548 Z=165.492,0.044941
X=-203.551 Y=-8.250 Z=164.152,0.044228
X=-205.341 Y=-6.323 Z=162.940,0.044993
X=-207.239 Y=-3.893 Z=161.948,0.045198
X=-208.781 Y=-1.588 Z=160.892,0.043355
X=-210.322 Y=-0.044 Z=159.699,0.046036
X=-211.493 Y=1.360 Z=158.754,0.044697
X=-212.242 Y=1.265 Z=158.541,0.044921
X=-212.496 Y=0.892 Z=158.242,0.043953
X=-212.600 Y=0.168 Z=158.005,0.0441
X=-212.642 Y=-0.479 Z=157.230,0.043738
X=-212.860 Y=-0.009 Z=157.112,0.041106
X=-213.428 Y=0.545 Z=156.826,0.043455
X=-214.123 Y=0.728 Z=156.482,0.044391
X=-214.920 Y=0.849 Z=156.495,0.04483
X=-215.299 Y=1.056 Z=156.569,0.044596
