Position, Time(s)
X=-206.383 Y=-3.070 Z=157.368,0.008333
X=-206.802 Y=-3.205 Z=157.448,0.4
X=-207.474 Y=-4.191 Z=157.384,0.014089
X=-207.506 Y=-4.456 Z=157.270,0.022186
X=-207.475 Y=-4.682 Z=157.242,0.029034
X=-207.368 Y=-4.998 Z=157.105,0.035805
X=-206.937 Y=-4.875 Z=156.672,0.036064
X=-206.551 Y=-4.907 Z=156.240,0.048986
X=-206.206 Y=-4.570 Z=156.124,0.055717
X=-205.968 Y=-3.956 Z=155.844,0.055308
X=-205.731 Y=-3.340 Z=155.717,0.055447
X=-205.545 Y=-2.948 Z=155.668,0.054984
X=-205.425 Y=-2.860 Z=155.762,0.055423
X=-205.274 Y=-2.857 Z=155.846,0.054872
X=-205.085 Y=-2.825 Z=155.916,0.056987
X=-204.935 Y=-2.620 Z=155.827,0.053791
X=-204.739 Y=-2.365 Z=155.789,0.056065
X=-204.682 Y=-1.951 Z=155.778,0.056008
X=-204.624 Y=-1.456 Z=155.688,0.055556
X=-204.679 Y=-1.090 Z=155.367,0.055302
X=-204.755 Y=-1.022 Z=155.136,0.055048
X=-204.711 Y=-1.370 Z=155.154,0.056141
X=-204.739 Y=-1.705 Z=155.205,0.054621
X=-204.744 Y=-1.815 Z=155.256,0.055659
X=-204.765 Y=-1.748 Z=155.251,0.052847
X=-204.833 Y=-1.704 Z=155.151,0.027261
X=-204.940 Y=-1.582 Z=154.951,0.032698
X=-205.050 Y=-1.592 Z=154.793,0.040963
X=-205.007 Y=-1.641 Z=155.065,0.042608
X=-204.947 Y=-1.608 Z=155.497,0.044725
X=-204.948 Y=-1.482 Z=155.872,0.044426
X=-205.080 Y=-1.554 Z=156.125,0.044404
X=-205.205 Y=-1.932 Z=156.354,0.044461
X=-205.281 Y=-2.076 Z=156.349,0.04475
X=-205.215 Y=-1.919 Z=156.291,0.044562
X=-205.084 Y=-1.606 Z=156.429,0.043207
X=-205.062 Y=-1.440 Z=156.624,0.044634
X=-205.170 Y=-1.501 Z=156.807,0.044485
X=-205.325 Y=-1.591 Z=156.788,0.04454
X=-205.360 Y=-1.589 Z=156.660,0.04577
X=-205.347 Y=-1.456 Z=156.407,0.043826
X=-205.316 Y=-1.324 Z=156.074,0.046448
X=-205.339 Y=-1.244 Z=155.730,0.045356
X=-205.358 Y=-1.340 Z=155.354,0.04135
X=-205.369 Y=-1.553 Z=155.208,0.043769
X=-205.483 Y=-1.795 Z=155.107,0.046742
X=-205.626 Y=-1.960 Z=155.114,0.043904
X=-205.712 Y=-2.075 Z=155.068,0.043333
X=-205.844 Y=-2.153 Z=154.956,0.040566
X=-206.020 Y=-2.087 Z=154.772,0.044479
X=-206.099 Y=-1.942 Z=154.754,0.04364
X=-206.187 Y=-1.704 Z=154.724,0.04401
X=-206.137 Y=-1.413 Z=154.691,0.046451
X=-206.205 Y=-1.304 Z=154.628,0.043951
X=-206.199 Y=-1.182 Z=154.627,0.044818
X=-206.264 Y=-0.999 Z=154.661,0.043683
X=-206.336 Y=-0.864 Z=154.755,0.044689
X=-206.494 Y=-0.822 Z=154.888,0.043113
X=-206.648 Y=-0.787 Z=154.997,0.045502
X=-206.939 Y=-0.630 Z=155.039,0.044845
X=-207.019 Y=-0.426 Z=155.124,0.045442
X=-207.133 Y=-0.325 Z=155.135,0.042884
X=-207.203 Y=-0.283 Z=155.154,0.044745
X=-207.228 Y=-0.257 Z=155.185,0.044606
X=-207.406 Y=-0.297 Z=155.214,0.044949
X=-207.588 Y=-0.281 Z=155.197,0.043819
X=-207.644 Y=-0.274 Z=155.221,0.044445
X=-207.691 Y=-0.237 Z=155.142,0.044005
X=-207.694 Y=-0.168 Z=155.068,0.04515
X=-207.660 Y=-0.100 Z=154.980,0.044154
X=-207.545 Y=-0.038 Z=154.874,0.0403
X=-207.481 Y=-0.014 Z=154.847,0.045359
X=-207.476 Y=-0.034 Z=154.830,0.044503
X=-207.476 Y=-0.149 Z=154.865,0.044661
X=-207.293 Y=-0.280 Z=154.955,0.044142
X=-207.028 Y=-0.435 Z=154.920,0.044172
X=-206.716 Y=-0.532 Z=154.813,0.045799
X=-206.385 Y=-0.617 Z=154.602,0.043283
X=-205.993 Y=-0.677 Z=154.299,0.044045
X=-205.642 Y=-0.692 Z=153.844,0.04503
X=-205.263 Y=-0.761 Z=153.655,0.044969
X=-204.389 Y=-0.928 Z=153.930,0.044092
X=-203.376 Y=-1.150 Z=154.527,0.0441
X=-202.609 Y=-1.326 Z=154.897,0.044771
X=-202.147 Y=-1.426 Z=154.622,0.044307
X=-201.890 Y=-1.471 Z=154.210,0.044914
X=-201.639 Y=-1.420 Z=153.835,0.044146
X=-201.276 Y=-1.465 Z=153.706,0.044708
X=-200.869 Y=-1.485 Z=153.511,0.04437
X=-200.233 Y=-1.741 Z=153.117,0.044586
X=-199.337 Y=-2.241 Z=152.710,0.043858
X=-198.619 Y=-2.861 Z=152.009,0.04426
X=-198.044 Y=-3.450 Z=151.164,0.044722
X=-197.464 Y=-3.904 Z=150.471,0.039909
X=-196.806 Y=-4.277 Z=149.942,0.044272
X=-196.175 Y=-4.553 Z=149.452,0.045235
X=-195.787 Y=-4.766 Z=148.816,0.04415
X=-195.419 Y=-4.887 Z=148.251,0.044298
X=-195.074 Y=-4.863 Z=147.725,0.043209
X=-194.479 Y=-4.772 Z=147.407,0.044574
X=-194.166 Y=-4.760 Z=146.982,0.04318
X=-194.175 Y=-4.631 Z=146.419,0.048382
X=-194.221 Y=-4.500 Z=146.103,0.040691
