Position, Time(s)
X=-235.212 Y=16.706 Z=165.430,0.008333
X=-235.558 Y=16.889 Z=165.604,0.4
X=-236.014 Y=17.013 Z=165.361,0.015193
X=-236.016 Y=17.005 Z=165.160,0.045583
X=-235.929 Y=16.963 Z=164.966,0.036428
X=-235.822 Y=16.887 Z=164.708,0.036929
X=-235.612 Y=16.711 Z=164.370,0.040891
X=-235.413 Y=16.636 Z=163.965,0.03918
X=-235.122 Y=16.521 Z=163.488,0.041067
X=-234.862 Y=16.337 Z=163.017,0.040908
X=-234.711 Y=16.228 Z=162.730,0.039514
X=-234.603 Y=16.147 Z=162.591,0.04103
X=-234.444 Y=16.159 Z=162.496,0.041139
X=-234.319 Y=16.223 Z=162.565,0.03965
X=-234.142 Y=16.336 Z=162.605,0.040975
X=-234.095 Y=16.469 Z=162.633,0.041047
X=-234.016 Y=16.492 Z=162.669,0.039417
X=-233.962 Y=16.473 Z=162.763,0.04144
X=-233.921 Y=16.305 Z=162.886,0.039716
X=-233.939 Y=16.148 Z=162.973,0.040416
X=-233.870 Y=15.889 Z=163.026,0.040404
X=-233.816 Y=15.756 Z=162.956,0.038701
X=-233.795 Y=15.546 Z=162.827,0.040822
X=-233.706 Y=15.302 Z=162.718,0.039186
X=-233.619 Y=15.120 Z=162.618,0.04016
X=-233.476 Y=14.888 Z=162.562,0.040722
X=-233.238 Y=14.614 Z=162.473,0.039108
X=-232.950 Y=14.253 Z=162.533,0.040037
X=-232.878 Y=13.612 Z=162.476,0.051019
X=-232.912 Y=12.945 Z=162.401,0.053805
X=-232.868 Y=12.343 Z=162.473,0.056545
X=-232.847 Y=11.892 Z=162.491,0.055984
X=-232.889 Y=11.631 Z=162.437,0.055512
X=-232.944 Y=11.492 Z=162.384,0.05637
X=-232.997 Y=11.482 Z=162.383,0.05383
X=-233.086 Y=11.522 Z=162.388,0.055758
X=-233.059 Y=11.578 Z=162.370,0.054771
X=-233.041 Y=11.768 Z=162.346,0.054892
X=-232.910 Y=12.134 Z=162.306,0.059111
X=-232.786 Y=12.632 Z=162.235,0.053626
X=-232.726 Y=13.081 Z=162.186,0.056161
X=-232.764 Y=13.512 Z=162.116,0.055868
X=-232.739 Y=13.817 Z=162.147,0.053664
X=-232.743 Y=13.995 Z=162.164,0.056512
X=-232.677 Y=14.229 Z=162.140,0.031377
X=-232.593 Y=14.520 Z=162.151,0.041636
X=-232.491 Y=14.810 Z=162.150,0.046545
X=-232.387 Y=15.134 Z=162.159,0.044736
X=-232.211 Y=15.489 Z=162.174,0.044516
X=-232.021 Y=15.811 Z=162.170,0.042941
X=-231.882 Y=16.131 Z=162.239,0.044104
X=-231.781 Y=16.444 Z=162.257,0.044713
X=-231.680 Y=16.792 Z=162.256,0.044763
X=-231.626 Y=17.098 Z=162.267,0.043195
X=-231.570 Y=17.380 Z=162.267,0.045559
X=-231.492 Y=17.647 Z=162.275,0.043577
X=-231.461 Y=17.970 Z=162.298,0.046939
X=-231.506 Y=18.342 Z=162.337,0.042961
X=-231.639 Y=18.755 Z=162.405,0.042977
X=-231.818 Y=19.281 Z=162.455,0.046218
X=-232.156 Y=19.962 Z=162.408,0.044262
X=-232.577 Y=20.620 Z=162.392,0.044728
X=-233.065 Y=21.221 Z=162.339,0.04492
X=-233.678 Y=21.765 Z=162.352,0.043584
X=-234.317 Y=22.181 Z=162.381,0.047527
X=-234.875 Y=22.492 Z=162.422,0.044993
X=-235.390 Y=22.747 Z=162.429,0.037082
X=-235.860 Y=22.969 Z=162.460,0.044071
X=-236.328 Y=23.194 Z=162.529,0.043698
X=-236.662 Y=23.370 Z=162.614,0.045502
X=-236.883 Y=23.462 Z=162.631,0.044945
X=-236.936 Y=23.487 Z=162.606,0.044026
X=-236.671 Y=23.388 Z=162.571,0.044308
X=-236.273 Y=23.200 Z=162.529,0.04387
X=-235.961 Y=23.064 Z=162.518,0.044241
X=-235.712 Y=22.980 Z=162.535,0.046826
X=-235.519 Y=23.002 Z=162.481,0.042363
X=-235.245 Y=22.892 Z=162.423,0.044942
X=-234.724 Y=22.575 Z=162.376,0.04427
X=-234.032 Y=22.049 Z=162.323,0.045091
X=-233.158 Y=21.151 Z=162.321,0.044232
X=-232.221 Y=19.977 Z=162.311,0.043309
X=-231.540 Y=18.779 Z=162.299,0.04524
X=-231.181 Y=17.580 Z=162.261,0.043071
X=-230.994 Y=16.619 Z=162.203,0.045882
X=-230.971 Y=15.911 Z=162.172,0.043414
X=-230.999 Y=15.297 Z=162.109,0.043644
X=-231.054 Y=14.846 Z=162.076,0.045698
X=-231.060 Y=14.458 Z=162.039,0.044423
X=-231.126 Y=14.187 Z=162.012,0.042977
X=-231.194 Y=14.045 Z=162.028,0.042449
X=-231.180 Y=13.940 Z=162.006,0.044777
X=-231.200 Y=13.843 Z=162.009,0.043731
X=-231.194 Y=13.825 Z=162.006,0.045755
X=-231.161 Y=13.854 Z=162.006,0.043901
X=-231.077 Y=13.879 Z=162.015,0.044319
X=-231.014 Y=13.866 Z=162.037,0.04399
X=-230.903 Y=13.877 Z=162.073,0.04546
X=-230.820 Y=13.906 Z=162.057,0.043499
X=-230.680 Y=13.902 Z=162.055,0.044144
X=-230.544 Y=13.901 Z=162.033,0.045451
X=-230.440 Y=13.851 Z=162.052,0.043483
X=-230.285 Y=13.825 Z=162.058,0.044325
X=-230.123 Y=13.758 Z=162.084,0.044782
X=-229.937 Y=13.651 Z=162.099,0.0438
X=-229.740 Y=13.536 Z=162.064,0.04594
X=-229.547 Y=13.372 Z=162.072,0.043854
X=-229.259 Y=13.178 Z=162.065,0.044001
X=-228.939 Y=12.947 Z=162.127,0.045019
X=-228.630 Y=12.652 Z=162.155,0.043666
X=-228.252 Y=12.226 Z=162.246,0.046041
X=-227.893 Y=11.795 Z=162.400,0.042996
X=-227.397 Y=11.211 Z=162.587,0.040065
