Position, Time(s)
X=-222.835 Y=6.595 Z=163.752,0.333333
X=-222.835 Y=6.543 Z=163.827,0.4
X=-223.103 Y=5.449 Z=163.890,0.01296
X=-223.137 Y=5.107 Z=163.900,0.030356
X=-223.235 Y=4.813 Z=163.932,0.042227
X=-223.274 Y=4.616 Z=163.921,0.056892
X=-223.286 Y=4.501 Z=163.921,0.053638
X=-223.308 Y=4.442 Z=163.937,0.054589
X=-223.331 Y=4.379 Z=163.922,0.050197
X=-223.327 Y=4.377 Z=163.911,0.053259
X=-223.314 Y=4.425 Z=163.881,0.051756
X=-223.294 Y=4.510 Z=163.889,0.048859
X=-223.300 Y=4.620 Z=163.913,0.050037
X=-223.252 Y=4.758 Z=163.906,0.049094
X=-223.165 Y=4.894 Z=163.865,0.050905
X=-223.116 Y=4.910 Z=163.843,0.053896
X=-223.093 Y=4.906 Z=163.813,0.054684
X=-223.046 Y=4.918 Z=163.794,0.054975
X=-223.022 Y=4.967 Z=163.773,0.05519
X=-223.042 Y=5.011 Z=163.789,0.055254
X=-223.049 Y=5.082 Z=163.777,0.057928
X=-223.102 Y=5.109 Z=163.792,0.052965
X=-223.156 Y=5.155 Z=163.791,0.05672
X=-223.112 Y=5.203 Z=163.769,0.055589
X=-223.162 Y=5.209 Z=163.795,0.055904
X=-223.297 Y=5.170 Z=163.785,0.05548
X=-223.399 Y=5.102 Z=163.720,0.053575
X=-223.492 Y=5.020 Z=163.628,0.05355
X=-223.605 Y=4.979 Z=163.602,0.055429
X=-223.734 Y=4.840 Z=163.645,0.054849
X=-223.828 Y=4.573 Z=163.640,0.05586
X=-223.940 Y=4.257 Z=163.669,0.056599
X=-224.021 Y=3.886 Z=163.654,0.054437
X=-224.144 Y=3.607 Z=163.583,0.056181
X=-224.277 Y=3.375 Z=163.586,0.057818
X=-224.334 Y=3.141 Z=163.607,0.055013
X=-224.439 Y=2.882 Z=163.647,0.054449
X=-224.577 Y=2.560 Z=163.659,0.055618
X=-224.645 Y=2.135 Z=163.656,0.055258
X=-224.787 Y=1.746 Z=163.655,0.05459
X=-224.933 Y=1.383 Z=163.639,0.056374
X=-225.083 Y=1.113 Z=163.671,0.056026
X=-225.126 Y=0.974 Z=163.678,0.055233
X=-225.149 Y=0.958 Z=163.645,0.056147
X=-225.177 Y=0.997 Z=163.634,0.051076
X=-225.157 Y=1.040 Z=163.615,0.054774
X=-225.193 Y=1.074 Z=163.652,0.054763
X=-225.233 Y=1.105 Z=163.719,0.055027
X=-225.274 Y=1.141 Z=163.779,0.056434
X=-225.269 Y=1.210 Z=163.842,0.055224
X=-225.368 Y=1.219 Z=163.946,0.055519
X=-225.488 Y=1.239 Z=164.084,0.056
X=-225.627 Y=1.229 Z=164.269,0.055893
X=-225.564 Y=1.435 Z=164.415,0.054895
X=-225.272 Y=1.955 Z=164.431,0.055631
X=-224.817 Y=2.794 Z=164.324,0.055157
X=-224.353 Y=3.663 Z=164.149,0.055513
X=-224.018 Y=4.396 Z=164.031,0.05602
X=-223.723 Y=5.033 Z=163.942,0.055801
X=-223.523 Y=5.527 Z=163.889,0.055236
X=-223.365 Y=5.851 Z=163.902,0.057022
X=-223.250 Y=6.032 Z=163.865,0.055227
X=-223.190 Y=5.994 Z=163.839,0.052534
X=-223.092 Y=5.915 Z=163.770,0.054702
X=-222.951 Y=5.827 Z=163.626,0.055948
X=-222.804 Y=5.696 Z=163.385,0.056087
X=-222.555 Y=5.530 Z=162.934,0.055077
X=-222.407 Y=5.452 Z=162.233,0.054423
X=-222.244 Y=5.372 Z=162.070,0.056674
X=-222.066 Y=5.321 Z=162.344,0.055551
X=-221.957 Y=5.232 Z=162.564,0.054847
X=-221.834 Y=5.118 Z=162.570,0.055933
X=-221.653 Y=5.023 Z=162.434,0.055122
X=-221.486 Y=4.890 Z=162.218,0.055783
X=-221.305 Y=4.797 Z=162.033,0.055955
X=-221.122 Y=4.691 Z=162.017,0.054908
X=-220.974 Y=4.524 Z=162.044,0.056697
X=-220.858 Y=4.425 Z=161.951,0.055202
X=-220.772 Y=4.285 Z=161.844,0.055251
X=-220.652 Y=4.090 Z=161.798,0.055105
X=-220.594 Y=3.906 Z=161.758,0.055548
X=-220.571 Y=3.669 Z=161.754,0.052443
X=-220.541 Y=3.370 Z=161.767,0.055084
X=-220.481 Y=3.048 Z=161.735,0.055921
X=-220.402 Y=2.717 Z=161.631,0.055596
X=-220.347 Y=2.403 Z=161.491,0.055896
X=-220.176 Y=2.056 Z=161.446,0.055003
X=-220.013 Y=1.687 Z=161.481,0.054595
X=-219.895 Y=1.140 Z=161.663,0.05739
X=-219.819 Y=0.592 Z=161.850,0.055139
X=-219.716 Y=-0.016 Z=161.955,0.055388
X=-219.646 Y=-0.706 Z=162.009,0.054572
X=-219.440 Y=-1.371 Z=162.082,0.056428
X=-219.041 Y=-2.027 Z=162.112,0.056424
X=-218.440 Y=-2.562 Z=161.884,0.05532
X=-217.615 Y=-2.825 Z=161.749,0.054242
X=-216.604 Y=-2.820 Z=161.763,0.057319
X=-215.270 Y=-2.597 Z=161.859,0.054608
X=-213.870 Y=-2.181 Z=161.845,0.05556
X=-212.167 Y=-1.613 Z=161.708,0.050494
X=-210.257 Y=-0.864 Z=161.623,0.055983
X=-207.954 Y=0.054 Z=161.546,0.055974
X=-205.386 Y=1.210 Z=161.382,0.054801
X=-202.652 Y=2.697 Z=161.116,0.055568
X=-199.707 Y=4.359 Z=161.203,0.056047
X=-196.773 Y=6.029 Z=161.504,0.055233
X=-194.047 Y=7.562 Z=161.800,0.055735
X=-191.673 Y=8.874 Z=161.840,0.056688
X=-189.581 Y=9.818 Z=161.802,0.05546
X=-187.770 Y=10.393 Z=161.770,0.056974
X=-186.036 Y=10.577 Z=162.045,0.056602
X=-184.172 Y=10.614 Z=162.305,0.053537
X=-182.325 Y=10.651 Z=162.289,0.05421
X=-180.358 Y=10.451 Z=162.112,0.055506
X=-178.457 Y=9.931 Z=161.943,0.055545
X=-176.441 Y=9.221 Z=161.701,0.056786
X=-174.576 Y=8.362 Z=161.549,0.055
X=-172.559 Y=6.964 Z=161.528,0.052451
X=-170.499 Y=5.059 Z=161.489,0.055219
X=-168.354 Y=3.124 Z=161.348,0.055688
X=-166.105 Y=1.257 Z=161.763,0.056421
X=-163.820 Y=-0.739 Z=162.800,0.055491
X=-161.545 Y=-2.361 Z=163.299,0.054879
X=-159.154 Y=-3.572 Z=163.326,0.055554
X=-156.663 Y=-4.577 Z=163.344,0.056297
X=-154.283 Y=-5.377 Z=163.198,0.055499
X=-152.198 Y=-6.013 Z=163.342,0.054845
X=-150.526 Y=-6.688 Z=163.731,0.055858
X=-148.996 Y=-7.004 Z=163.844,0.0552
X=-147.196 Y=-6.963 Z=163.907,0.055444
X=-145.115 Y=-6.530 Z=163.831,0.05574
X=-142.910 Y=-5.801 Z=163.648,0.055345
X=-140.528 Y=-4.714 Z=163.369,0.055348
X=-137.904 Y=-3.344 Z=163.129,0.055765
X=-135.693 Y=-2.163 Z=163.202,0.055565
X=-133.356 Y=-0.908 Z=163.108,0.052228
X=-131.004 Y=0.335 Z=162.904,0.055079
X=-128.727 Y=1.393 Z=162.894,0.055993
X=-126.580 Y=2.316 Z=162.819,0.055958
X=-124.728 Y=2.866 Z=162.931,0.055413
X=-123.197 Y=2.825 Z=163.285,0.054384
X=-121.918 Y=2.471 Z=163.296,0.057889
X=-120.723 Y=1.831 Z=163.104,0.054435
X=-119.678 Y=1.069 Z=162.782,0.054309
X=-118.780 Y=0.110 Z=162.959,0.056288
X=-117.818 Y=-0.934 Z=163.238,0.055168
X=-116.727 Y=-2.037 Z=163.198,0.055545
X=-115.501 Y=-3.081 Z=162.915,0.055644
X=-114.339 Y=-4.155 Z=162.925,0.055208
X=-113.163 Y=-5.164 Z=162.987,0.055894
X=-111.920 Y=-6.076 Z=163.085,0.055928
X=-110.832 Y=-6.748 Z=163.059,0.0555
X=-109.888 Y=-7.116 Z=163.009,0.056744
X=-109.164 Y=-7.155 Z=163.048,0.050732
X=-108.476 Y=-6.941 Z=163.103,0.055258
X=-107.860 Y=-6.519 Z=163.227,0.056482
X=-107.356 Y=-5.970 Z=163.081,0.054051
X=-106.983 Y=-5.341 Z=162.937,0.056732
X=-106.561 Y=-4.799 Z=163.019,0.054932
X=-105.998 Y=-4.428 Z=163.164,0.055514
X=-105.266 Y=-4.001 Z=163.056,0.055723
X=-104.246 Y=-3.477 Z=162.541,0.05501
X=-103.392 Y=-2.873 Z=161.904,0.055357
X=-102.891 Y=-2.447 Z=161.902,0.056071
X=-102.812 Y=-2.322 Z=162.318,0.056131
X=-103.040 Y=-2.431 Z=162.671,0.054879
X=-103.164 Y=-2.512 Z=162.608,0.056567
X=-103.271 Y=-2.490 Z=162.521,0.055475
X=-103.283 Y=-2.399 Z=162.746,0.055213
X=-103.223 Y=-2.097 Z=162.917,0.055207
X=-103.139 Y=-1.760 Z=162.962,0.055373
X=-102.968 Y=-1.428 Z=163.051,0.050802
X=-102.735 Y=-1.103 Z=163.088,0.056195
X=-102.550 Y=-0.751 Z=162.909,0.056434
X=-102.375 Y=-0.380 Z=162.648,0.054349
X=-102.213 Y=-0.243 Z=162.661,0.056433
X=-102.104 Y=-0.162 Z=162.685,0.054829
X=-102.039 Y=-0.017 Z=162.523,0.055768
X=-101.906 Y=0.173 Z=162.343,0.055843
X=-101.825 Y=0.386 Z=162.300,0.055603
X=-101.797 Y=0.600 Z=162.394,0.054787
X=-101.855 Y=0.849 Z=162.527,0.056627
X=-101.949 Y=1.030 Z=162.528,0.054783
X=-101.998 Y=1.064 Z=162.536,0.056091
X=-102.030 Y=1.032 Z=162.705,0.054827
X=-102.086 Y=0.937 Z=162.734,0.055903
X=-102.113 Y=0.870 Z=162.573,0.055158
X=-102.149 Y=0.831 Z=162.412,0.059632
X=-102.283 Y=0.904 Z=162.229,0.052685
X=-102.357 Y=1.041 Z=162.336,0.054407
X=-102.386 Y=1.127 Z=162.517,0.056035
X=-102.441 Y=1.198 Z=162.551,0.055296
X=-102.571 Y=1.205 Z=162.442,0.056229
X=-102.659 Y=1.228 Z=162.355,0.055262
X=-102.785 Y=1.207 Z=162.381,0.05511
X=-102.928 Y=1.137 Z=162.442,0.055557
X=-103.102 Y=1.063 Z=162.524,0.055693
X=-103.249 Y=0.957 Z=162.549,0.05482
X=-103.392 Y=0.893 Z=162.554,0.056357
X=-103.490 Y=0.862 Z=162.531,0.055965
X=-103.503 Y=0.864 Z=162.522,0.055255
X=-103.504 Y=0.875 Z=162.538,0.055061
