Position, Time(s)
X=-211.594 Y=-1.308 Z=157.493,0.008334
X=-211.490 Y=-1.147 Z=157.548,0.4
X=-211.573 Y=-1.001 Z=157.857,0.01295
X=-211.582 Y=-0.974 Z=157.891,0.025029
X=-211.620 Y=-0.943 Z=157.879,0.028179
X=-211.685 Y=-0.948 Z=157.834,0.036578
X=-211.750 Y=-1.020 Z=157.756,0.035773
X=-211.827 Y=-1.016 Z=157.760,0.036451
X=-211.800 Y=-1.061 Z=157.808,0.03518
X=-211.795 Y=-1.007 Z=157.788,0.033945
X=-211.832 Y=-0.909 Z=157.672,0.034396
X=-211.879 Y=-0.810 Z=157.577,0.034664
X=-211.989 Y=-0.648 Z=157.549,0.034299
X=-212.013 Y=-0.656 Z=157.608,0.034042
X=-211.987 Y=-0.653 Z=157.654,0.035114
X=-211.956 Y=-0.704 Z=157.634,0.036033
X=-211.960 Y=-0.620 Z=157.608,0.034186
X=-211.964 Y=-0.601 Z=157.558,0.034146
X=-211.938 Y=-0.640 Z=157.516,0.03474
X=-211.989 Y=-0.697 Z=157.488,0.034895
X=-211.965 Y=-0.745 Z=157.597,0.033815
X=-212.004 Y=-0.665 Z=157.558,0.034328
X=-212.100 Y=-0.550 Z=157.665,0.039942
X=-212.046 Y=-0.631 Z=157.778,0.054816
X=-211.962 Y=-0.676 Z=157.671,0.053834
X=-211.881 Y=-0.615 Z=157.351,0.056209
X=-211.574 Y=-0.577 Z=157.021,0.054621
X=-211.364 Y=-0.594 Z=157.179,0.055811
X=-211.174 Y=-0.715 Z=157.362,0.056233
X=-211.059 Y=-0.709 Z=157.453,0.056194
X=-210.928 Y=-0.506 Z=157.519,0.054647
X=-210.687 Y=-0.390 Z=157.477,0.055988
X=-210.437 Y=-0.295 Z=157.470,0.055327
X=-210.020 Y=-0.141 Z=157.676,0.055595
X=-209.563 Y=-0.105 Z=157.914,0.054924
X=-209.100 Y=-0.132 Z=157.897,0.05606
X=-208.584 Y=-0.237 Z=158.056,0.056538
X=-208.271 Y=-0.301 Z=158.119,0.054033
X=-208.007 Y=-0.322 Z=158.251,0.056326
X=-207.951 Y=-0.265 Z=158.163,0.055674
X=-207.832 Y=-0.224 Z=158.122,0.040958
X=-207.712 Y=-0.231 Z=158.061,0.04405
X=-207.704 Y=-0.242 Z=158.058,0.044193
X=-207.767 Y=-0.205 Z=158.163,0.046326
X=-207.800 Y=-0.144 Z=158.298,0.044168
X=-207.856 Y=-0.129 Z=158.385,0.044067
X=-207.847 Y=-0.131 Z=158.297,0.045306
X=-207.730 Y=-0.196 Z=158.126,0.043563
X=-207.775 Y=-0.234 Z=157.979,0.043432
X=-207.863 Y=-0.320 Z=158.076,0.045476
X=-208.056 Y=-0.404 Z=158.238,0.043983
X=-208.297 Y=-0.415 Z=158.437,0.043891
X=-208.427 Y=-0.399 Z=158.605,0.044557
X=-208.550 Y=-0.402 Z=158.648,0.044992
X=-208.668 Y=-0.398 Z=158.767,0.050909
X=-208.785 Y=-0.477 Z=158.906,0.037596
X=-208.839 Y=-0.529 Z=159.156,0.044345
X=-208.901 Y=-0.517 Z=159.290,0.044774
X=-208.886 Y=-0.512 Z=159.445,0.043458
X=-208.917 Y=-0.486 Z=159.628,0.044858
X=-208.952 Y=-0.421 Z=159.754,0.044601
X=-208.931 Y=-0.370 Z=159.882,0.045189
X=-208.888 Y=-0.312 Z=159.962,0.040352
X=-208.869 Y=-0.286 Z=159.936,0.043531
X=-208.829 Y=-0.249 Z=159.847,0.045484
X=-208.788 Y=-0.210 Z=159.762,0.044011
X=-208.688 Y=-0.131 Z=159.649,0.044983
X=-208.593 Y=0.086 Z=159.264,0.043676
X=-208.644 Y=0.389 Z=158.671,0.045796
X=-208.731 Y=0.701 Z=158.482,0.04396
X=-208.877 Y=1.044 Z=158.316,0.044196
X=-209.133 Y=1.405 Z=158.199,0.044173
X=-209.364 Y=1.786 Z=158.179,0.045354
X=-209.603 Y=2.221 Z=158.201,0.044661
X=-209.819 Y=2.724 Z=158.218,0.042991
X=-210.090 Y=3.277 Z=158.149,0.045533
X=-210.447 Y=4.033 Z=158.101,0.043646
X=-210.923 Y=4.862 Z=157.987,0.04556
X=-211.392 Y=5.682 Z=157.904,0.044674
X=-211.943 Y=6.502 Z=157.798,0.043387
X=-212.547 Y=7.269 Z=157.656,0.046176
X=-213.164 Y=8.052 Z=157.490,0.042939
X=-213.851 Y=8.667 Z=157.245,0.046018
X=-214.415 Y=9.247 Z=157.101,0.042488
X=-214.891 Y=9.707 Z=157.007,0.045453
X=-215.312 Y=10.049 Z=156.999,0.041082
X=-215.745 Y=10.482 Z=157.140,0.044552
X=-216.095 Y=10.687 Z=157.160,0.043545
X=-216.351 Y=10.906 Z=157.257,0.044457
X=-216.586 Y=11.061 Z=157.328,0.044314
X=-216.727 Y=11.250 Z=157.469,0.044169
X=-216.795 Y=11.348 Z=157.425,0.043528
X=-216.772 Y=11.336 Z=157.310,0.04525
X=-216.703 Y=11.324 Z=157.355,0.044117
X=-216.599 Y=11.292 Z=157.396,0.045529
X=-216.448 Y=11.245 Z=157.450,0.04406
X=-216.229 Y=11.206 Z=157.477,0.044924
X=-216.006 Y=11.139 Z=157.518,0.044157
X=-215.656 Y=11.031 Z=157.677,0.044186
X=-215.297 Y=10.852 Z=157.896,0.045583
X=-214.820 Y=10.572 Z=158.217,0.043417
X=-214.337 Y=10.167 Z=158.473,0.044363
X=-213.700 Y=9.599 Z=158.653,0.04483
X=-212.992 Y=9.011 Z=158.903,0.043709
X=-212.396 Y=8.257 Z=158.963,0.045443
X=-211.715 Y=7.453 Z=159.134,0.044733
X=-211.018 Y=6.642 Z=159.318,0.044732
X=-210.317 Y=5.728 Z=159.525,0.040457
X=-209.862 Y=4.744 Z=159.568,0.044361
X=-209.466 Y=3.824 Z=159.598,0.043972
X=-209.139 Y=2.944 Z=159.674,0.043792
X=-208.932 Y=2.189 Z=159.603,0.044856
X=-208.815 Y=1.560 Z=159.588,0.044573
X=-208.782 Y=1.015 Z=159.450,0.044666
X=-208.853 Y=0.576 Z=159.402,0.043742
X=-208.871 Y=0.239 Z=159.342,0.045186
X=-208.870 Y=0.110 Z=159.497,0.044145
X=-208.772 Y=0.014 Z=159.483,0.044136
