Position, Time(s)
X=-168.371 Y=-2.890 Z=152.496,0.008334
X=-167.731 Y=-3.138 Z=152.271,0.4
X=-166.319 Y=-1.956 Z=151.911,0.014802
X=-166.157 Y=-1.581 Z=151.875,0.041031
X=-166.091 Y=-1.344 Z=151.900,0.031775
X=-166.056 Y=-0.961 Z=151.935,0.037356
X=-166.033 Y=-0.685 Z=151.976,0.037095
X=-166.053 Y=-0.379 Z=152.021,0.037376
X=-166.095 Y=0.023 Z=152.003,0.03623
X=-166.157 Y=0.330 Z=151.948,0.036952
X=-166.249 Y=0.598 Z=151.933,0.038424
X=-166.311 Y=0.871 Z=152.009,0.036559
X=-166.395 Y=1.037 Z=152.018,0.036312
X=-166.501 Y=1.109 Z=152.022,0.037648
X=-166.625 Y=1.070 Z=152.022,0.036521
X=-166.702 Y=0.994 Z=152.010,0.036306
X=-166.771 Y=0.923 Z=151.970,0.036336
X=-166.831 Y=0.875 Z=151.840,0.037692
X=-166.944 Y=0.814 Z=151.590,0.036433
X=-167.015 Y=0.828 Z=151.390,0.036322
X=-167.093 Y=0.879 Z=151.182,0.038055
X=-167.271 Y=1.025 Z=150.889,0.036181
X=-167.584 Y=1.232 Z=150.527,0.036314
X=-167.761 Y=1.429 Z=150.213,0.049144
X=-167.743 Y=1.495 Z=150.230,0.053982
X=-167.859 Y=1.501 Z=150.432,0.055001
X=-168.048 Y=1.469 Z=150.528,0.056387
X=-168.146 Y=1.382 Z=150.751,0.054295
X=-168.322 Y=1.225 Z=150.786,0.055751
X=-168.523 Y=1.056 Z=150.690,0.057081
X=-168.781 Y=0.923 Z=150.582,0.053927
X=-169.085 Y=0.840 Z=150.465,0.056118
X=-169.385 Y=0.801 Z=150.224,0.056149
X=-169.620 Y=0.817 Z=150.000,0.055187
X=-169.772 Y=0.869 Z=149.934,0.055665
X=-169.898 Y=0.957 Z=149.866,0.055362
X=-169.873 Y=1.081 Z=149.845,0.054827
X=-169.764 Y=1.188 Z=149.800,0.055818
X=-169.660 Y=1.327 Z=149.738,0.05494
X=-169.600 Y=1.384 Z=149.720,0.052643
