Position, Time(s)
X=-166.334 Y=-0.121 Z=150.976,0.008335
X=-166.364 Y=-0.134 Z=150.998,0.4
X=-166.649 Y=-0.138 Z=151.166,0.014989
X=-166.774 Y=-0.138 Z=151.142,0.044553
X=-166.817 Y=-0.142 Z=151.125,0.039554
X=-166.796 Y=-0.178 Z=151.083,0.044234
X=-166.795 Y=-0.161 Z=151.040,0.041319
X=-166.781 Y=-0.131 Z=151.051,0.05343
X=-166.820 Y=-0.075 Z=151.040,0.054531
X=-166.880 Y=-0.019 Z=151.000,0.055181
X=-166.943 Y=0.035 Z=150.998,0.055614
X=-166.967 Y=0.045 Z=151.015,0.055653
X=-167.003 Y=0.012 Z=151.012,0.055303
X=-167.057 Y=-0.008 Z=151.013,0.055689
X=-167.089 Y=-0.048 Z=151.024,0.055093
X=-167.075 Y=-0.064 Z=151.004,0.056983
X=-167.001 Y=-0.131 Z=150.981,0.055047
X=-166.934 Y=-0.193 Z=150.954,0.054601
X=-166.888 Y=-0.185 Z=150.863,0.055843
X=-166.843 Y=-0.215 Z=150.828,0.054636
X=-166.799 Y=-0.217 Z=150.809,0.057413
X=-166.773 Y=-0.225 Z=150.833,0.055847
X=-166.746 Y=-0.244 Z=150.814,0.054115
X=-166.792 Y=-0.264 Z=150.803,0.055831
X=-166.809 Y=-0.243 Z=150.799,0.05335
X=-166.850 Y=-0.206 Z=150.768,0.054815
X=-166.886 Y=-0.191 Z=150.723,0.05418
X=-166.988 Y=-0.189 Z=150.678,0.05517
X=-167.086 Y=-0.151 Z=150.647,0.056193
X=-167.213 Y=-0.110 Z=150.674,0.055498
X=-167.325 Y=-0.078 Z=150.692,0.056492
X=-167.466 Y=-0.106 Z=150.699,0.054589
X=-167.580 Y=-0.100 Z=150.692,0.055898
X=-167.646 Y=-0.120 Z=150.713,0.055711
X=-167.675 Y=-0.075 Z=150.705,0.055577
X=-167.653 Y=-0.060 Z=150.685,0.05718
X=-167.600 Y=-0.121 Z=150.641,0.054089
X=-167.578 Y=-0.152 Z=150.629,0.055404
X=-167.474 Y=-0.170 Z=150.651,0.055649
X=-167.353 Y=-0.245 Z=150.685,0.055943
X=-167.175 Y=-0.263 Z=150.691,0.054603
X=-166.992 Y=-0.276 Z=150.661,0.055441
X=-166.780 Y=-0.329 Z=150.619,0.051638
X=-166.585 Y=-0.390 Z=150.538,0.054442
X=-166.383 Y=-0.395 Z=150.460,0.056954
X=-166.212 Y=-0.433 Z=150.437,0.054512
X=-166.104 Y=-0.483 Z=150.461,0.056592
X=-165.987 Y=-0.475 Z=150.469,0.056771
X=-165.944 Y=-0.560 Z=150.465,0.053696
X=-165.963 Y=-0.616 Z=150.474,0.055533
X=-165.918 Y=-0.658 Z=150.479,0.05485
X=-165.872 Y=-0.572 Z=150.555,0.055804
X=-165.812 Y=-0.213 Z=150.719,0.056082
X=-165.826 Y=0.585 Z=150.937,0.055466
X=-165.963 Y=1.654 Z=151.268,0.0564
X=-166.248 Y=2.767 Z=151.360,0.055822
X=-166.530 Y=3.723 Z=151.236,0.054799
X=-166.890 Y=4.521 Z=151.069,0.055879
X=-167.219 Y=5.246 Z=150.941,0.055739
X=-167.572 Y=5.843 Z=150.855,0.056245
X=-167.857 Y=6.388 Z=150.777,0.052948
X=-168.105 Y=6.801 Z=150.741,0.05385
X=-168.364 Y=7.176 Z=150.765,0.057806
X=-168.545 Y=7.439 Z=150.867,0.054895
X=-168.607 Y=7.549 Z=150.848,0.055379
X=-168.619 Y=7.562 Z=150.873,0.053797
X=-168.514 Y=7.463 Z=150.853,0.055404
X=-168.343 Y=7.275 Z=150.784,0.056571
X=-168.068 Y=7.090 Z=150.761,0.056359
X=-167.680 Y=6.637 Z=150.682,0.054622
X=-166.966 Y=5.910 Z=150.585,0.057517
X=-166.204 Y=4.996 Z=150.579,0.054441
X=-165.733 Y=4.081 Z=150.719,0.054243
X=-165.524 Y=3.337 Z=150.839,0.055375
X=-165.440 Y=2.625 Z=150.826,0.055126
X=-165.291 Y=1.851 Z=150.755,0.055865
X=-165.111 Y=0.943 Z=150.641,0.055051
X=-164.971 Y=0.109 Z=150.582,0.056758
X=-164.963 Y=-0.763 Z=150.586,0.050752
X=-165.037 Y=-1.615 Z=150.579,0.056154
X=-165.181 Y=-2.603 Z=150.670,0.056001
X=-165.538 Y=-3.648 Z=150.751,0.054331
X=-165.959 Y=-4.674 Z=150.795,0.054842
X=-166.328 Y=-5.547 Z=150.786,0.068583
X=-166.577 Y=-6.254 Z=150.709,0.048815
