Position, Time(s)
X=-210.538 Y=-9.887 Z=164.314,0.008334
X=-210.199 Y=-9.418 Z=164.294,0.4
X=-210.456 Y=-7.479 Z=164.480,0.014557
X=-210.624 Y=-7.088 Z=164.476,0.026776
X=-210.693 Y=-6.930 Z=164.425,0.032841
X=-210.776 Y=-6.692 Z=164.327,0.035806
X=-210.844 Y=-6.581 Z=164.300,0.036792
X=-210.891 Y=-6.531 Z=164.251,0.03822
X=-210.873 Y=-6.495 Z=164.155,0.036107
X=-210.832 Y=-6.493 Z=164.036,0.036667
X=-210.781 Y=-6.513 Z=163.940,0.037927
X=-210.720 Y=-6.520 Z=163.904,0.03683
X=-210.637 Y=-6.538 Z=163.868,0.036524
X=-210.503 Y=-6.608 Z=163.852,0.037507
X=-210.380 Y=-6.763 Z=163.784,0.036305
X=-210.287 Y=-6.993 Z=163.715,0.036214
X=-210.268 Y=-7.264 Z=163.678,0.036204
X=-210.323 Y=-7.594 Z=163.615,0.036997
X=-210.414 Y=-7.972 Z=163.559,0.035884
X=-210.537 Y=-8.318 Z=163.555,0.035991
X=-210.918 Y=-8.873 Z=163.508,0.036456
X=-211.444 Y=-9.486 Z=163.539,0.040622
X=-212.082 Y=-9.956 Z=163.630,0.056407
X=-212.634 Y=-10.253 Z=163.688,0.054166
X=-213.070 Y=-10.389 Z=163.796,0.055196
X=-213.403 Y=-10.342 Z=163.955,0.054503
X=-213.599 Y=-10.182 Z=164.132,0.057273
X=-213.679 Y=-9.935 Z=164.233,0.052716
X=-213.578 Y=-9.522 Z=164.301,0.05588
X=-213.171 Y=-8.780 Z=164.434,0.055411
X=-212.547 Y=-7.380 Z=164.538,0.055883
X=-211.866 Y=-5.279 Z=164.584,0.055026
X=-211.729 Y=-2.892 Z=164.442,0.055182
X=-212.296 Y=-0.813 Z=164.332,0.058189
X=-213.375 Y=0.755 Z=164.334,0.053059
X=-214.585 Y=1.782 Z=164.468,0.058219
X=-215.685 Y=2.361 Z=164.611,0.058336
X=-216.652 Y=2.702 Z=164.706,0.051957
X=-217.503 Y=2.952 Z=164.727,0.056638
X=-218.067 Y=3.112 Z=164.741,0.050275
X=-218.867 Y=3.280 Z=164.709,0.032732
X=-219.746 Y=3.411 Z=164.713,0.046855
X=-220.694 Y=3.442 Z=164.688,0.043692
X=-221.590 Y=3.406 Z=164.658,0.045829
X=-222.352 Y=3.241 Z=164.626,0.041777
X=-223.067 Y=3.067 Z=164.693,0.043291
X=-223.800 Y=2.848 Z=164.729,0.045343
X=-224.511 Y=2.638 Z=164.835,0.044461
X=-225.223 Y=2.424 Z=164.989,0.044362
X=-225.702 Y=2.154 Z=164.981,0.043757
X=-225.924 Y=1.950 Z=164.943,0.044739
X=-225.836 Y=1.860 Z=164.885,0.044823
X=-225.545 Y=1.878 Z=164.871,0.042889
X=-225.102 Y=1.939 Z=164.883,0.04516
X=-224.452 Y=1.999 Z=164.891,0.044598
X=-223.617 Y=2.096 Z=164.905,0.043938
X=-222.667 Y=2.173 Z=164.966,0.043611
X=-221.633 Y=2.196 Z=165.001,0.047976
X=-220.581 Y=2.166 Z=165.051,0.041442
X=-219.575 Y=2.090 Z=165.015,0.046285
X=-218.424 Y=1.948 Z=164.998,0.043273
X=-217.403 Y=1.720 Z=164.983,0.044086
X=-216.136 Y=1.384 Z=164.899,0.040707
X=-214.556 Y=0.733 Z=164.700,0.044516
X=-212.662 Y=-0.256 Z=164.505,0.045693
X=-210.833 Y=-1.745 Z=164.263,0.04626
X=-209.614 Y=-3.537 Z=164.163,0.042714
X=-208.922 Y=-5.335 Z=164.069,0.043997
X=-208.784 Y=-7.036 Z=163.882,0.045752
X=-208.839 Y=-8.474 Z=163.784,0.043826
X=-209.015 Y=-9.646 Z=163.647,0.043963
X=-209.273 Y=-10.472 Z=163.650,0.044441
X=-209.573 Y=-11.116 Z=163.618,0.043684
X=-209.876 Y=-11.543 Z=163.508,0.044561
X=-210.244 Y=-11.885 Z=163.389,0.045109
X=-210.599 Y=-12.193 Z=163.222,0.044137
X=-211.133 Y=-12.389 Z=163.014,0.044486
X=-211.652 Y=-12.525 Z=162.787,0.044687
X=-212.092 Y=-12.700 Z=162.639,0.043473
X=-212.111 Y=-12.906 Z=162.873,0.043588
X=-212.367 Y=-12.901 Z=162.920,0.045851
X=-212.419 Y=-12.889 Z=163.166,0.043878
X=-212.337 Y=-12.810 Z=163.270,0.044194
X=-212.309 Y=-12.702 Z=163.255,0.045756
X=-212.178 Y=-12.458 Z=163.295,0.039944
X=-212.148 Y=-12.089 Z=163.385,0.045309
X=-212.080 Y=-11.744 Z=163.553,0.044308
X=-212.014 Y=-11.339 Z=163.699,0.044187
X=-211.950 Y=-10.824 Z=163.811,0.044416
X=-211.975 Y=-10.056 Z=163.907,0.044729
X=-212.145 Y=-9.104 Z=164.059,0.045422
X=-212.497 Y=-7.999 Z=164.249,0.042478
X=-213.024 Y=-6.936 Z=164.438,0.04482
X=-213.633 Y=-6.123 Z=164.648,0.045801
X=-214.221 Y=-5.467 Z=164.863,0.044554
X=-214.752 Y=-4.877 Z=165.005,0.044304
X=-215.318 Y=-4.319 Z=165.081,0.04453
X=-216.149 Y=-3.588 Z=165.155,0.044995
X=-217.089 Y=-2.995 Z=165.115,0.04375
X=-218.012 Y=-2.588 Z=165.093,0.044431
X=-218.765 Y=-2.324 Z=165.096,0.044268
X=-219.394 Y=-2.139 Z=165.092,0.043317
X=-219.721 Y=-2.012 Z=165.059,0.045428
X=-219.870 Y=-1.949 Z=164.951,0.042873
X=-219.887 Y=-1.876 Z=164.841,0.045292
X=-219.752 Y=-1.869 Z=164.869,0.043796
X=-219.296 Y=-1.979 Z=164.965,0.04481
X=-218.636 Y=-2.172 Z=165.083,0.040611
X=-217.954 Y=-2.365 Z=165.146,0.044652
X=-217.465 Y=-2.556 Z=165.250,0.047858
X=-216.976 Y=-2.718 Z=165.288,0.043137
X=-216.435 Y=-2.938 Z=165.238,0.043428
X=-215.881 Y=-3.178 Z=165.181,0.044956
X=-215.526 Y=-3.385 Z=165.217,0.0443
X=-215.308 Y=-3.634 Z=165.352,0.044303
X=-215.091 Y=-3.894 Z=165.474,0.044591
X=-214.941 Y=-4.152 Z=165.616,0.044744
X=-214.864 Y=-4.378 Z=165.669,0.044889
X=-214.906 Y=-4.503 Z=165.653,0.043616
X=-215.013 Y=-4.568 Z=165.635,0.04473
X=-215.129 Y=-4.645 Z=165.651,0.044373
X=-215.144 Y=-4.803 Z=165.589,0.045059
X=-215.204 Y=-4.993 Z=165.570,0.044519
X=-215.227 Y=-5.206 Z=165.599,0.043903
X=-215.176 Y=-5.425 Z=165.584,0.04601
X=-215.064 Y=-5.692 Z=165.510,0.041645
X=-214.978 Y=-5.898 Z=165.407,0.045834
X=-214.889 Y=-6.123 Z=165.326,0.043389
X=-214.837 Y=-6.357 Z=165.326,0.04511
X=-214.785 Y=-6.523 Z=165.327,0.039747
X=-214.763 Y=-6.672 Z=165.252,0.045136
X=-214.679 Y=-6.768 Z=165.198,0.045049
X=-214.594 Y=-6.894 Z=165.185,0.044345
X=-214.527 Y=-6.944 Z=165.212,0.045475
X=-214.475 Y=-6.963 Z=165.215,0.044389
X=-214.378 Y=-6.956 Z=165.263,0.04404
X=-214.257 Y=-6.984 Z=165.272,0.043667
X=-214.131 Y=-6.973 Z=165.313,0.045199
X=-213.942 Y=-6.989 Z=165.299,0.04763
X=-213.842 Y=-6.922 Z=165.275,0.040088
X=-213.575 Y=-6.801 Z=165.249,0.045304
X=-213.275 Y=-6.671 Z=165.188,0.04355
X=-212.908 Y=-6.548 Z=165.133,0.045339
X=-212.477 Y=-6.524 Z=165.088,0.043881
X=-211.988 Y=-6.467 Z=164.942,0.045468
X=-211.497 Y=-6.351 Z=164.834,0.043686
X=-210.893 Y=-6.228 Z=164.661,0.043949
X=-210.177 Y=-6.056 Z=164.437,0.04482
X=-209.296 Y=-5.836 Z=164.180,0.044436
X=-208.220 Y=-5.585 Z=163.846,0.043458
X=-207.094 Y=-5.306 Z=163.406,0.045791
X=-205.756 Y=-5.120 Z=162.839,0.042739
X=-204.351 Y=-5.012 Z=162.229,0.042391
X=-202.938 Y=-4.961 Z=161.653,0.044578
X=-201.604 Y=-4.735 Z=161.435,0.043545
X=-200.340 Y=-4.082 Z=161.346,0.04467
X=-199.070 Y=-2.935 Z=161.260,0.044389
X=-197.932 Y=-1.386 Z=161.055,0.048304
X=-196.599 Y=0.395 Z=161.173,0.041291
X=-195.096 Y=2.186 Z=161.763,0.043751
X=-193.584 Y=3.920 Z=162.614,0.046316
X=-192.019 Y=5.615 Z=163.611,0.041858
X=-190.503 Y=7.094 Z=164.032,0.045944
X=-189.076 Y=8.278 Z=163.692,0.045014
X=-187.924 Y=9.153 Z=163.051,0.043169
X=-186.887 Y=9.622 Z=162.605,0.045163
X=-186.209 Y=9.811 Z=162.705,0.045212
X=-185.568 Y=9.545 Z=163.241,0.045046
X=-185.010 Y=8.516 Z=163.658,0.044845
X=-184.365 Y=6.843 Z=163.656,0.042701
X=-183.481 Y=5.044 Z=163.700,0.049479
X=-182.653 Y=3.425 Z=163.472,0.038866
X=-181.702 Y=2.088 Z=163.164,0.046443
X=-180.458 Y=0.687 Z=162.678,0.041235
X=-179.198 Y=-0.434 Z=162.198,0.045281
X=-177.619 Y=-1.820 Z=161.837,0.040272
X=-175.930 Y=-3.419 Z=162.079,0.042601
X=-174.156 Y=-5.040 Z=162.629,0.046762
X=-172.320 Y=-6.564 Z=163.177,0.044176
X=-170.490 Y=-8.135 Z=163.508,0.048502
X=-168.684 Y=-9.872 Z=163.522,0.03976
X=-167.181 Y=-11.207 Z=163.043,0.044525
X=-165.738 Y=-12.339 Z=162.573,0.043888
X=-164.514 Y=-13.096 Z=162.462,0.044311
X=-163.397 Y=-13.490 Z=162.624,0.045086
X=-162.106 Y=-13.674 Z=162.914,0.043451
X=-160.533 Y=-13.544 Z=163.261,0.045041
X=-158.537 Y=-12.922 Z=163.799,0.043601
X=-156.332 Y=-11.861 Z=164.197,0.04697
X=-154.207 Y=-10.825 Z=164.433,0.0426
X=-152.301 Y=-9.811 Z=164.230,0.055201
X=-150.530 Y=-8.778 Z=163.659,0.037547
X=-148.732 Y=-7.771 Z=163.229,0.043174
X=-146.859 Y=-6.582 Z=162.901,0.045356
X=-144.764 Y=-5.334 Z=163.533,0.043162
X=-142.571 Y=-4.080 Z=164.292,0.044777
X=-140.335 Y=-2.939 Z=164.901,0.044846
X=-138.229 Y=-1.927 Z=165.081,0.040972
X=-136.180 Y=-1.062 Z=164.838,0.044368
X=-134.284 Y=-0.317 Z=164.286,0.044253
X=-132.521 Y=0.165 Z=163.869,0.045641
X=-130.938 Y=0.471 Z=163.900,0.043235
X=-129.697 Y=0.442 Z=164.497,0.045398
X=-128.708 Y=0.220 Z=165.101,0.04425
X=-127.912 Y=-0.132 Z=165.252,0.043501
X=-127.305 Y=-0.623 Z=164.763,0.048432
X=-126.595 Y=-1.375 Z=164.006,0.040601
X=-126.059 Y=-2.264 Z=163.175,0.04687
X=-125.674 Y=-3.315 Z=162.420,0.04179
X=-125.239 Y=-4.243 Z=162.561,0.044585
X=-124.921 Y=-4.770 Z=163.235,0.0453
X=-124.886 Y=-4.491 Z=163.366,0.043859
X=-125.355 Y=-3.336 Z=163.195,0.046994
X=-126.162 Y=-1.591 Z=161.971,0.042074
X=-127.264 Y=0.770 Z=159.040,0.043803
X=-127.991 Y=3.107 Z=156.623,0.043787
X=-128.371 Y=5.240 Z=155.426,0.044482
X=-128.563 Y=7.155 Z=154.878,0.045373
X=-128.651 Y=8.771 Z=154.874,0.043638
X=-128.755 Y=9.929 Z=155.242,0.045244
X=-128.839 Y=10.799 Z=155.815,0.043566
X=-128.774 Y=11.438 Z=156.504,0.042795
X=-128.654 Y=11.846 Z=156.960,0.045576
