Position, Time(s)
X=-209.818 Y=14.920 Z=162.685,0.333333
X=-209.907 Y=15.389 Z=162.226,0.4
X=-209.470 Y=14.398 Z=163.330,0.016938
X=-210.421 Y=11.733 Z=165.336,0.094647
X=-210.421 Y=11.085 Z=165.501,0.225198
X=-210.630 Y=8.973 Z=165.582,0.031888
X=-210.648 Y=8.801 Z=165.504,0.218205
X=-210.687 Y=8.248 Z=165.452,0.035635
X=-210.689 Y=7.960 Z=165.452,0.029502
X=-210.686 Y=7.606 Z=165.385,0.03383
X=-210.584 Y=7.122 Z=165.302,0.034729
X=-210.478 Y=6.381 Z=164.832,0.03442
X=-210.271 Y=6.023 Z=164.571,0.035357
X=-209.981 Y=5.942 Z=164.422,0.034529
X=-209.728 Y=6.051 Z=163.943,0.033691
X=-209.601 Y=6.191 Z=163.437,0.034135
X=-209.430 Y=6.214 Z=163.182,0.033868
X=-209.176 Y=6.050 Z=162.960,0.034605
X=-208.961 Y=5.875 Z=162.610,0.034903
X=-208.734 Y=5.822 Z=162.223,0.034791
X=-208.611 Y=5.988 Z=162.171,0.037102
X=-208.648 Y=6.164 Z=161.873,0.032557
X=-208.636 Y=6.419 Z=161.693,0.034523
X=-208.669 Y=6.761 Z=161.596,0.03406
X=-208.904 Y=7.071 Z=161.541,0.034536
X=-209.140 Y=7.383 Z=161.624,0.034118
X=-209.344 Y=7.696 Z=161.793,0.034309
X=-209.564 Y=8.096 Z=162.019,0.033014
X=-209.883 Y=8.703 Z=162.251,0.032824
X=-210.266 Y=9.172 Z=162.450,0.03319
X=-210.629 Y=9.673 Z=162.616,0.033333
X=-211.072 Y=10.330 Z=162.791,0.033625
X=-211.606 Y=11.112 Z=162.989,0.033445
X=-212.231 Y=12.016 Z=163.156,0.033683
X=-215.935 Y=12.934 Z=163.293,0.037057
X=-216.418 Y=12.640 Z=163.547,0.238977
X=-216.462 Y=12.406 Z=163.660,0.042437
X=-216.514 Y=12.161 Z=163.697,0.036307
X=-216.502 Y=11.798 Z=163.767,0.028802
X=-216.356 Y=11.446 Z=163.828,0.036309
X=-216.205 Y=10.958 Z=163.761,0.032123
X=-215.778 Y=10.354 Z=163.677,0.033724
X=-215.220 Y=9.766 Z=163.475,0.03407
X=-214.565 Y=9.233 Z=163.125,0.0333
X=-213.827 Y=8.700 Z=162.651,0.033712
X=-213.178 Y=8.278 Z=162.034,0.03346
X=-212.536 Y=7.918 Z=161.213,0.033485
X=-211.986 Y=7.543 Z=160.661,0.033824
X=-211.460 Y=7.531 Z=160.366,0.034436
X=-211.009 Y=7.375 Z=159.696,0.034478
X=-210.299 Y=6.961 Z=158.995,0.033839
X=-209.235 Y=6.800 Z=158.606,0.033919
X=-208.321 Y=6.783 Z=158.532,0.03335
X=-207.246 Y=6.734 Z=158.543,0.033588
X=-206.327 Y=6.409 Z=158.446,0.033602
X=-205.444 Y=6.074 Z=158.570,0.033402
X=-204.273 Y=5.790 Z=158.945,0.033601
X=-203.599 Y=5.426 Z=159.060,0.033509
X=-203.579 Y=4.904 Z=158.893,0.033285
X=-203.469 Y=4.546 Z=159.152,0.034022
X=-203.531 Y=3.938 Z=159.284,0.033473
X=-203.286 Y=3.343 Z=159.716,0.032932
X=-202.982 Y=2.679 Z=159.997,0.032808
X=-202.626 Y=2.353 Z=160.246,0.033083
X=-202.343 Y=2.159 Z=160.325,0.033007
X=-201.975 Y=2.061 Z=160.388,0.032564
X=-201.535 Y=2.078 Z=160.450,0.03306
X=-201.377 Y=2.137 Z=160.304,0.032601
X=-201.527 Y=1.976 Z=159.959,0.033165
X=-201.594 Y=1.802 Z=159.556,0.033306
X=-201.675 Y=1.831 Z=159.845,0.03247
X=-201.850 Y=1.630 Z=160.389,0.032463
X=-202.168 Y=1.580 Z=160.876,0.03286
X=-202.304 Y=1.657 Z=161.226,0.032608
X=-202.488 Y=1.663 Z=161.412,0.032509
X=-202.600 Y=1.695 Z=161.493,0.03282
X=-202.720 Y=1.605 Z=161.735,0.031092
X=-203.062 Y=1.152 Z=162.026,0.032243
X=-203.267 Y=0.876 Z=162.374,0.032694
X=-203.442 Y=0.622 Z=162.655,0.033059
X=-203.748 Y=0.365 Z=162.656,0.032442
X=-204.190 Y=0.230 Z=162.433,0.032726
X=-204.491 Y=0.454 Z=162.408,0.032324
X=-204.993 Y=0.692 Z=162.581,0.032299
X=-205.469 Y=0.801 Z=162.594,0.032395
X=-206.149 Y=0.848 Z=162.587,0.032255
X=-206.796 Y=0.897 Z=162.614,0.032153
X=-207.215 Y=1.192 Z=162.636,0.033895
X=-207.759 Y=1.459 Z=162.530,0.034594
X=-208.092 Y=1.421 Z=162.427,0.032907
X=-208.554 Y=1.546 Z=162.497,0.03153
X=-209.051 Y=1.503 Z=162.701,0.036365
X=-209.477 Y=1.489 Z=162.629,0.031117
X=-210.230 Y=1.349 Z=162.289,0.033085
X=-210.787 Y=1.631 Z=162.145,0.03306
