Position, Time(s)
X=-211.610 Y=3.281 Z=18.498,0.171451
X=-210.913 Y=4.977 Z=31.037,0.4
X=-210.756 Y=7.547 Z=56.762,0.011499
X=-211.000 Y=8.171 Z=65.471,0.030982
X=-211.240 Y=8.719 Z=71.888,0.028502
X=-211.416 Y=9.169 Z=77.711,0.035296
X=-211.401 Y=9.786 Z=82.993,0.03462
X=-211.258 Y=10.386 Z=88.137,0.032965
X=-211.126 Y=10.933 Z=93.180,0.032533
X=-210.696 Y=11.472 Z=97.972,0.032727
X=-209.881 Y=12.077 Z=102.543,0.032441
X=-208.928 Y=12.526 Z=107.398,0.033186
X=-208.185 Y=12.795 Z=110.745,0.032339
X=-206.979 Y=13.089 Z=114.821,0.032986
X=-205.751 Y=13.258 Z=118.545,0.032637
X=-204.582 Y=13.285 Z=122.258,0.032911
X=-203.524 Y=13.237 Z=125.972,0.032638
X=-202.570 Y=13.170 Z=129.575,0.033067
X=-201.911 Y=13.128 Z=133.082,0.033274
X=-201.592 Y=13.014 Z=136.809,0.031989
X=-201.550 Y=12.858 Z=140.537,0.03299
X=-201.732 Y=12.704 Z=144.029,0.032807
X=-202.153 Y=12.487 Z=147.607,0.032675
X=-202.900 Y=12.267 Z=151.302,0.032756
X=-203.743 Y=11.987 Z=154.504,0.032714
X=-204.562 Y=11.705 Z=157.167,0.032354
X=-205.533 Y=11.442 Z=159.429,0.031495
X=-206.232 Y=11.240 Z=160.694,0.031327
X=-207.111 Y=10.982 Z=161.919,0.031877
X=-208.042 Y=10.574 Z=163.119,0.030694
X=-209.116 Y=10.204 Z=164.483,0.031681
X=-211.098 Y=9.814 Z=166.895,0.031718
X=-212.819 Y=9.997 Z=168.455,0.048431
X=-214.733 Y=9.713 Z=170.138,0.055365
X=-216.676 Y=8.948 Z=171.189,0.054376
X=-218.950 Y=7.899 Z=171.646,0.056527
X=-221.335 Y=6.518 Z=171.513,0.054687
X=-223.146 Y=4.915 Z=170.002,0.055728
X=-224.426 Y=3.310 Z=167.801,0.055998
