Position, Time(s)
X=-222.853 Y=35.371 Z=177.563,0.257637
X=-223.019 Y=35.293 Z=177.487,0.4
X=-223.664 Y=33.315 Z=177.437,0.010503
X=-223.981 Y=32.411 Z=177.382,0.037981
X=-224.234 Y=31.691 Z=177.321,0.031895
X=-224.577 Y=30.825 Z=177.227,0.040535
X=-224.801 Y=30.213 Z=177.151,0.03851
X=-225.000 Y=29.634 Z=177.064,0.03876
X=-225.195 Y=29.125 Z=176.935,0.037216
X=-225.333 Y=28.847 Z=176.861,0.037227
X=-225.439 Y=28.548 Z=176.808,0.038202
X=-225.542 Y=28.358 Z=176.799,0.036611
X=-225.622 Y=28.205 Z=176.782,0.038246
X=-225.683 Y=28.086 Z=176.728,0.037049
X=-225.747 Y=27.995 Z=176.704,0.03785
X=-225.793 Y=27.871 Z=176.715,0.038095
X=-225.791 Y=27.783 Z=176.685,0.036497
X=-225.814 Y=27.687 Z=176.635,0.037289
X=-225.807 Y=27.581 Z=176.550,0.038037
X=-225.837 Y=27.556 Z=176.530,0.044773
X=-225.802 Y=27.602 Z=176.567,0.05095
X=-225.595 Y=27.744 Z=176.517,0.054962
X=-225.144 Y=28.058 Z=176.515,0.056587
X=-224.510 Y=28.648 Z=176.556,0.054451
X=-223.836 Y=29.552 Z=176.719,0.05611
X=-223.109 Y=30.740 Z=176.894,0.056598
X=-222.533 Y=32.266 Z=177.177,0.055239
X=-222.199 Y=33.662 Z=177.421,0.055209
X=-222.059 Y=34.557 Z=177.396,0.057306
X=-221.947 Y=35.003 Z=177.237,0.055158
X=-221.779 Y=35.124 Z=177.205,0.05609
X=-221.653 Y=35.213 Z=177.166,0.0546
X=-221.569 Y=35.442 Z=177.127,0.054884
X=-221.500 Y=35.693 Z=177.203,0.056857
X=-221.477 Y=35.933 Z=177.347,0.054498
X=-221.479 Y=35.960 Z=177.363,0.051689
X=-221.460 Y=35.947 Z=177.319,0.030328
X=-221.422 Y=35.877 Z=177.135,0.036277
X=-221.368 Y=35.716 Z=176.972,0.045735
X=-221.310 Y=35.484 Z=177.016,0.043265
X=-221.250 Y=35.224 Z=177.028,0.044633
X=-221.145 Y=34.898 Z=177.124,0.044634
X=-221.078 Y=34.575 Z=177.125,0.044205
X=-220.985 Y=34.270 Z=177.065,0.044502
X=-220.799 Y=33.990 Z=176.989,0.044132
X=-220.530 Y=33.698 Z=176.973,0.047558
X=-220.268 Y=33.392 Z=176.972,0.043323
X=-220.026 Y=33.120 Z=176.919,0.043307
X=-219.784 Y=32.858 Z=176.894,0.043941
X=-219.486 Y=32.601 Z=176.849,0.044774
X=-219.198 Y=32.423 Z=176.762,0.045077
X=-218.915 Y=32.237 Z=176.704,0.043299
X=-218.685 Y=32.123 Z=176.625,0.04478
X=-218.501 Y=31.980 Z=176.592,0.044477
X=-218.323 Y=31.873 Z=176.607,0.043772
X=-218.239 Y=31.794 Z=176.588,0.044623
X=-218.170 Y=31.762 Z=176.541,0.044645
X=-218.147 Y=31.725 Z=176.575,0.044938
X=-218.229 Y=31.764 Z=176.660,0.03924
X=-218.345 Y=31.909 Z=176.795,0.044761
X=-218.538 Y=32.140 Z=177.051,0.043992
X=-218.771 Y=32.410 Z=177.295,0.044756
X=-219.019 Y=32.643 Z=177.531,0.044136
X=-219.197 Y=32.869 Z=177.692,0.04423
X=-219.395 Y=33.060 Z=177.858,0.045057
X=-219.537 Y=33.259 Z=177.938,0.043952
X=-219.629 Y=33.386 Z=178.016,0.044592
X=-219.675 Y=33.508 Z=178.113,0.045402
X=-219.669 Y=33.615 Z=178.258,0.044883
X=-219.690 Y=33.761 Z=178.344,0.043171
X=-219.762 Y=33.874 Z=178.493,0.044401
X=-219.870 Y=33.970 Z=178.553,0.045341
X=-220.048 Y=34.079 Z=178.595,0.043393
X=-220.250 Y=34.188 Z=178.694,0.04487
X=-220.426 Y=34.323 Z=178.783,0.044741
X=-220.623 Y=34.527 Z=178.886,0.044248
X=-220.844 Y=34.700 Z=178.986,0.044361
X=-221.076 Y=34.887 Z=179.049,0.046363
X=-221.312 Y=35.077 Z=179.072,0.04385
X=-221.557 Y=35.245 Z=179.111,0.043787
X=-221.710 Y=35.345 Z=179.118,0.045061
X=-221.869 Y=35.477 Z=179.166,0.041704
X=-221.956 Y=35.611 Z=179.178,0.045659
X=-222.031 Y=35.729 Z=179.180,0.042211
X=-222.090 Y=35.881 Z=179.140,0.044666
X=-222.132 Y=35.990 Z=179.104,0.045149
X=-222.182 Y=36.077 Z=179.072,0.044061
X=-222.217 Y=36.157 Z=179.036,0.045546
X=-222.228 Y=36.241 Z=179.022,0.043563
X=-222.217 Y=36.371 Z=178.979,0.043358
X=-222.190 Y=36.453 Z=178.974,0.045614
X=-222.107 Y=36.472 Z=178.947,0.043695
X=-221.902 Y=36.410 Z=178.884,0.044796
X=-221.577 Y=36.146 Z=178.815,0.044654
X=-221.219 Y=35.807 Z=178.704,0.043029
X=-220.824 Y=35.364 Z=178.555,0.044335
X=-220.445 Y=34.748 Z=178.451,0.04411
X=-219.996 Y=34.077 Z=178.283,0.044815
X=-219.570 Y=33.259 Z=178.071,0.044598
X=-219.231 Y=32.398 Z=177.841,0.04418
X=-218.928 Y=31.409 Z=177.584,0.04426
X=-218.719 Y=30.228 Z=177.426,0.044252
X=-218.612 Y=28.877 Z=177.234,0.044703
X=-218.616 Y=27.349 Z=177.067,0.040948
X=-218.671 Y=26.074 Z=176.829,0.043952
X=-218.735 Y=24.883 Z=176.547,0.043842
X=-218.789 Y=23.777 Z=176.297,0.04653
X=-218.828 Y=22.757 Z=176.077,0.043454
X=-218.841 Y=21.780 Z=175.942,0.044032
X=-218.759 Y=20.930 Z=175.847,0.044956
X=-218.555 Y=20.214 Z=175.608,0.048791
X=-218.211 Y=19.632 Z=175.210,0.040627
X=-217.687 Y=19.050 Z=174.790,0.043082
X=-216.988 Y=18.686 Z=174.670,0.044569
X=-216.123 Y=18.485 Z=174.621,0.04464
X=-215.148 Y=18.446 Z=174.768,0.043977
X=-213.955 Y=18.681 Z=174.847,0.044123
X=-212.486 Y=19.066 Z=174.894,0.044704
X=-210.814 Y=19.625 Z=174.804,0.04376
X=-209.040 Y=20.388 Z=174.844,0.045431
X=-207.202 Y=21.324 Z=174.792,0.044472
X=-205.156 Y=22.500 Z=174.760,0.04402
X=-203.268 Y=23.529 Z=175.267,0.047152
X=-201.325 Y=24.722 Z=175.567,0.042535
X=-199.440 Y=25.943 Z=175.962,0.04436
X=-197.648 Y=27.139 Z=176.224,0.045144
X=-195.991 Y=28.283 Z=176.396,0.04077
X=-194.439 Y=29.458 Z=176.369,0.044751
X=-193.048 Y=30.494 Z=176.234,0.044897
X=-191.722 Y=31.387 Z=176.100,0.04456
X=-190.522 Y=31.975 Z=176.256,0.044426
X=-189.327 Y=32.356 Z=176.472,0.043575
X=-188.206 Y=32.580 Z=176.728,0.044205
X=-187.107 Y=32.684 Z=176.852,0.045451
X=-185.827 Y=32.601 Z=176.969,0.043246
X=-184.441 Y=32.395 Z=176.977,0.04496
X=-182.921 Y=32.014 Z=177.001,0.043949
X=-181.330 Y=31.571 Z=176.877,0.04509
X=-179.777 Y=30.926 Z=176.815,0.04441
X=-178.230 Y=30.021 Z=176.752,0.044094
X=-176.591 Y=28.936 Z=176.650,0.044547
X=-174.959 Y=27.695 Z=176.583,0.044156
X=-173.226 Y=26.316 Z=176.559,0.044618
X=-171.441 Y=24.786 Z=176.708,0.045383
X=-169.586 Y=23.181 Z=176.867,0.04329
X=-167.691 Y=21.488 Z=177.298,0.044013
X=-165.903 Y=19.880 Z=177.460,0.045166
X=-164.126 Y=18.177 Z=177.343,0.044314
X=-162.767 Y=16.910 Z=176.977,0.045654
X=-161.428 Y=15.687 Z=176.406,0.039731
X=-160.134 Y=14.655 Z=176.197,0.044356
X=-158.933 Y=13.852 Z=176.433,0.043631
X=-157.816 Y=13.303 Z=176.933,0.045546
X=-156.644 Y=12.871 Z=177.270,0.044207
X=-155.319 Y=12.648 Z=177.367,0.044779
X=-153.768 Y=12.539 Z=177.421,0.044254
X=-151.997 Y=12.594 Z=177.550,0.044071
X=-150.223 Y=12.810 Z=177.679,0.045055
X=-148.363 Y=13.177 Z=177.728,0.044206
X=-146.428 Y=13.662 Z=177.607,0.044682
X=-144.354 Y=14.320 Z=177.485,0.045243
X=-142.269 Y=15.083 Z=177.425,0.043474
X=-140.158 Y=15.949 Z=177.837,0.04432
X=-137.997 Y=16.955 Z=178.402,0.043709
X=-135.861 Y=17.964 Z=179.156,0.04492
X=-133.651 Y=19.032 Z=179.791,0.044726
X=-131.548 Y=20.130 Z=180.137,0.045169
X=-129.697 Y=21.131 Z=180.311,0.044107
X=-127.871 Y=22.170 Z=180.465,0.043567
X=-126.220 Y=23.147 Z=180.460,0.04568
X=-124.664 Y=23.993 Z=180.286,0.043049
X=-123.240 Y=24.695 Z=180.144,0.041342
X=-122.018 Y=25.211 Z=180.109,0.045591
X=-121.025 Y=25.579 Z=180.279,0.043284
X=-120.284 Y=25.940 Z=180.329,0.04467
X=-119.661 Y=26.217 Z=180.299,0.04411
X=-119.058 Y=26.442 Z=180.094,0.044188
X=-118.541 Y=26.561 Z=179.963,0.044567
X=-118.143 Y=26.588 Z=179.838,0.044134
X=-117.845 Y=26.513 Z=179.740,0.045398
X=-117.765 Y=26.385 Z=179.415,0.044518
X=-117.808 Y=26.201 Z=179.104,0.043555
X=-117.968 Y=25.998 Z=178.898,0.044661
X=-118.195 Y=25.728 Z=178.910,0.0449
X=-118.554 Y=25.411 Z=178.886,0.044194
X=-118.830 Y=25.149 Z=178.642,0.044337
X=-119.107 Y=24.939 Z=178.423,0.04424
X=-119.291 Y=24.741 Z=178.313,0.04469
X=-119.391 Y=24.614 Z=178.215,0.044863
X=-119.388 Y=24.585 Z=178.133,0.04383
X=-119.263 Y=24.637 Z=178.025,0.043866
X=-119.085 Y=24.824 Z=177.916,0.045406
X=-118.905 Y=25.122 Z=177.843,0.043654
X=-118.684 Y=25.356 Z=177.858,0.044945
X=-118.509 Y=25.459 Z=177.930,0.041826
X=-118.396 Y=25.580 Z=178.012,0.045501
X=-118.166 Y=25.704 Z=178.040,0.042454
X=-117.924 Y=25.786 Z=178.114,0.044332
X=-117.722 Y=25.809 Z=178.135,0.045137
X=-117.544 Y=25.837 Z=178.139,0.044177
X=-117.358 Y=25.818 Z=178.136,0.04475
X=-117.197 Y=25.787 Z=178.109,0.043609
X=-117.138 Y=25.774 Z=178.017,0.044805
X=-117.095 Y=25.728 Z=178.012,0.044234
X=-117.049 Y=25.657 Z=178.065,0.045426
X=-117.064 Y=25.627 Z=178.084,0.04383
X=-117.019 Y=25.583 Z=178.115,0.044786
X=-116.996 Y=25.599 Z=178.188,0.044545
X=-116.910 Y=25.592 Z=178.214,0.044515
